,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
document_357,makasih,min,paket,keluh,d,matahari,jam,bercak,bercak,dalem,kaca,lebih,mulus,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,
document_358,ngak,pesan,kacamata,dlm,paket,pesan,ngak,sesuai,gambar,pesan,dtg,kecewa,rugi,customer,nama,,,,,,,,,,,,,,,,,,,,,,,,,
document_359,parah,tokosaya,pesan,jm,tangan,dtang,trus,warna,nga,sesuai,nyesel,beli,udah,traumabuang,uang,,,,,,,,,,,,,,,,,,,,,,,,,
document_360,alshop,tipu,pesan,pcs,brg,kasih,pcs,gilir,cincong,org,belanja,belanja,sistem,transfer,kecewa,buruk,,,,,,,,,,,,,,,,,,,,,,,,
document_361,sedih,sesuai,ekspetasi,jam,kyk,barang,tombol,susah,tekan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_362,tipu,pesan,datang,amanah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_363,kecewa,layan,tangung,pelangang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_364,kecewa,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_365,samping,jam,pecahbarang,cantik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_366,produk,bgus,tp,syg,maron,taliy,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_367,jam,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_368,jam,susah,banget,pencet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_369,kirim,slow,resp,tokony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_370,jelek,jam,gk,sesuai,expetasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_371,toko,jelek,gais,amanah,beli,jual,gacocok,sumpah,bikin,rugi,adminya,dongo,gabisa,baca,salah,customer,salah,jual,beli,bikin,rugi,toko,aja,kali,toko,tai,,,,,,,,,,,,,,
document_372,kirim,barang,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_373,banget,pengirimanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_374,pengaturanya,patah,jd,susah,mw,ngatur,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_375,rusak,yah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_376,jam,eror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_377,barang,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_378,jam,rusak,rusak,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_379,tali,kaku,nyalah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_380,astaga,kecewa,banget,tombol,lepas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_381,kirim,jam,salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_382,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_383,respon,seller,lelet,barang,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_384,toko,rekomen,jam,mati,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_385,carang,cacat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_386,kecewa,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_387,pesan,rusak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_388,kecewa,jam,kirim,warna,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_389,tas,bagus,ngak,rugi,beli,pesan,ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_390,bagus,banget,sumpah,harga,gin,kualitas,bagus,nyangka,udah,langanan,beli,tas,kualitas,mahal,murah,kualitas,oke,pilih,mahal,,,,,,,,,,,,,,,,,,,,,
document_391,cantik,cantik,cantik,x,pesan,x,kecewa,thankque,recomen,pokok,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_392,bahan,bagus,dikit,cela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_393,tas,oke,banget,gezs,sich,ragu,e,barang,syukak,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_394,tas,bagus,tebal,tali,tebal,kecewa,harga,murah,tp,egak,murah,donk,kali,pesan,tasready,kecewa,seller,amanah,syuka,syuka,ragu,belanja,tas,toko,ges,terimakasih,seller,,,,,,,,,,,,,
document_395,alhamdulilah,ditrima,kondisi,bgs,cacat,lengkap,smga,slalu,amanah,slalu,meningjatkan,kualitas,layan,trimakasih,,,,,,,,,,,,,,,,,,,,,,,,,,
document_396,paket,bagus,bltidak,cacathanks,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_397,udah,langanan,tokonyadan,nga,kecewa,produknyaso,produk,nga,kalah,kece,badai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_398,kali,beli,tas,kecewa,harga,murah,kualitas,murah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_399,tas,asli,pict,syuka,cuman,bete,aja,ama,kurir,paket,inepin,terima,atur,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_400,bagus,banget,tas,nyakayak,tas,mahalnext,pesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_401,gk,ragu,blnja,d,sinirealpik,barang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_402,nice,pokonamah,mantaf,hehehe,suka,cacat,dikit,sen,orang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_403,sen,brownyg,dkirim,bluecape,dechklo,blue,mahdtoko,belah,geh,lbh,murcemap,jd,kecewajd,hnya,bintang,,,,,,,,,,,,,,,,,,,,,,,,,
document_404,kirain,n,tali,panjangtp,trnyta,n,gk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_405,tas,udah,darat,dngn,slmat,tp,pas,d,tali,kayak,udah,udah,karat,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_406,kaitanya,rusak,d,kembali,mepet,aj,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_407,baguz,tas,pkoknya,seng,bahan,jg,g,kalah,mal,hehehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_408,cantik,bnget,ftoin,keburu,ambil,pelang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_409,sukacepet,banget,kirim,kemarin,sore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_410,tas,bagus,tali,tas,tebal,jd,kesan,mewah,murah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_411,mantul,pokok,gausah,ragu,beli,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_412,tali,panjangpendek,banget,trnyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_413,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_414,kecewa,pesan,brown,kirim,biru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_415,recomended,toko,poko,jgn,ragu,bnget,langanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_416,poko,mantul,gk,kecewa,belanja,d,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_417,gila,paraharga,murah,kualitas,top,markotop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_418,sumpah,kali,kecewa,toko,kmrin,psen,ponakan,pgn,bin,tau,rante,ful,lem,mending,kalo,lem,putih,mah,kuning,aga,kecewa,toko,udh,langanan,pesan,bagus,kali,aja,bikin,kecewa,,,,,,,,,,
document_419,bagus,tpi,cacat,gores,retak,tutup,kirim,pake,bublewrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_420,mantap,kecewa,poko,rekomendasi,poko,mantul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_421,pengirimanya,cpt,tas,bagus,asli,picture,bahan,jg,bgs,kayak,tas,mahal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_422,udah,langanan,gapernah,gagal,cinta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_423,bagus,banget,woy,sumph,murh,banget,gw,nemu,prsis,gin,d,jual,ribu,kualitas,lebih,ekpektasi,,,,,,,,,,,,,,,,,,,,,,,,
document_424,mantap,banget,emas,kasih,bublewrap,tolong,kualitas,emas,tingkat,khawatir,gencet,kaya,rada,gepeng,,,,,,,,,,,,,,,,,,,,,,,,,,
document_425,kualitas,ngk,ngecewain,harga,murah,kualitas,ngk,murah,terimakasih,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_426,the,best,prna,kecewa,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_427,bgus,banget,kek,liat,mahal,wk,pdhal,cman,rb,god,suka,banget,kirim,cpet,banget,kmrin,kirim,tdi,dzuhur,udh,sampe,,,,,,,,,,,,,,,,,,,
document_428,logo,foto,gtu,cuman,oke,bahan,oke,kirim,oke,bahan,tebal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_429,harga,bawah,rb,dapet,tas,bagus,pesan,gk,kecewa,wahib,pesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_430,asli,cantik,bangt,tas,suka,nambah,bingung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_431,bagus,kecewa,belanja,tas,gatau,tas,berapa,kali,hehe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_432,alhaldulilah,nga,cacat,nga,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_433,gila,bagus,banget,suka,foto,asli,bahan,alus,kaku,harga,segitu,kaya,harga,ratus,ribu,,,,,,,,,,,,,,,,,,,,,,,,,
document_434,tas,oke,oke,sampe,pusing,milihnya,cakep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_435,suka,suka,tas,kecewa,uwah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_436,ragu,beli,tas,kualitas,buagus,banget,harga,terjang,pokok,the,best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_437,suka,kecewa,beli,toko,tas,bsgu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_438,gercep,banget,kirim,hri,kualitas,no,kaleng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_439,tali,pendek,ngak,kait,pesan,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_440,sampe,lupa,check,out,produk,ngak,kecewa,dapet,harga,promo,makasih,kakak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_441,kecewa,barang,kirim,lengkapshope,jual,uda,bukti,unboxing,fotopokoknya,rugiwalaupun,ganti,rugi,voucher,kena,potong,shopepadahal,toko,uda,reseler,loh,kali,teliti,lg,sat,emas,,,,,,,,,,,,,,,
document_442,pesan,model,apayang,model,br,jd,langanan,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_443,sempet,ragu,tpi,pas,barang,ngk,mengecewakanbahan,rebel,kirim,cptdi,jamin,ngk,nyesel,blanja,toko,,,,,,,,,,,,,,,,,,,,,,,,,
document_444,puas,tp,kesini,kecewa,tas,noda,skrg,kaya,gin,sen,customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_445,tas,dar,murah,kualitas,lumayan,tebal,harga,ngak,bikin,jebol,kantong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_446,kualitas,barangbarang,bagus,realpic,ragu,pesan,sdh,langanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_447,udah,kali,kali,beli,kualitas,tp,oke,tahan,kakak,cuman,ongkirnya,mahal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_448,bagus,banget,tas,bahan,liat,kl,alusan,rban,yalah,banget,langanan,asli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_449,bagus,banget,sumpah,parah,banget,bagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_450,gambar,cancelnya,foto,ragu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_451,hitam,tindih,gencet,gitu,penyok,depa,garis,bentuk,udah,gabisa,kaya,huhu,sedih,gol,,,,,,,,,,,,,,,,,,,,,,,,,,
document_452,kualitas,produk,bagus,kecewa,produk,gambar,tali,asli,tali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_453,bagus,banget,sen,pas,sale,ragu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_454,tas,lengket,kakak,ngelupas,barang,pesan,auto,pesan,toko,belah,kecewa,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_455,tukang,tipu,toko,tipu,co,bayar,tas,kirim,tas,harga,murah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_456,moga,ads,cacat,kmren,pesan,kait,sbelah,hilang,belah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_457,jual,amanah,pesan,responya,lambat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_458,maaf,ksh,bintang,pketnya,bru,minguan,pdahal,pket,ku,plng,pesan,tas,wrna,hitam,model,dua,dua,warna,beda,smpe,brangnya,penyok,smua,masa,plastik,doang,baik,pelayanya,,,,,,,,,,,,
document_459,barang,asli,pict,bagus,rugi,beli,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_460,barang,bagus,kecewa,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_461,kirim,komplain,payah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_462,tas,kotor,kayak,bekas,pakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_463,bagus,no,cacat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_464,beli,kali,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_465,kecewa,pokok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_466,nyesel,beli,toko,tas,keliatanya,kekar,asal,pasti,lucu,banget,warna,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_467,bagus,banget,sukak,kecewa,beli,udah,kali,beli,kemaren,flash,sale,lngusng,cus,beli,,,,,,,,,,,,,,,,,,,,,,,,,,
document_468,produk,is,the,best,bangetorderan,ku,smoga,tetp,amanah,yajgn,ragu,beli,toko,inibarang,bagus,smua,,,,,,,,,,,,,,,,,,,,,,,,
document_469,bagus,si,ka,barang,udh,langanan,si,belanja,ragu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_470,beli,brg,lai,ok,kecewa,beli,sat,k,hr,kmdn,sale,k,dpt,brg,cacat,spon,tp,begtu,buka,cacat,kulit,kelupas,jahit,ato,brg,peganganya,krn,plastik,,,,,,,,,,,,
document_471,terimakasih,tas,lumayan,bagus,bahan,model,tutup,kayak,bahan,beludru,takut,klo,kotor,susah,ilangnya,,,,,,,,,,,,,,,,,,,,,,,,,
document_472,langanan,banget,gapernah,kecewa,yampun,recomended,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_473,asli,cantik,pisandahlah,ragu,belanja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_474,trmksh,paket,dtg,cuman,bludru,x,kotor,sdkt,tp,gp,lh,mgkn,wrna,putih,kli,thnks,,,,,,,,,,,,,,,,,,,,,,,,
document_475,kali,shope,beli,tas,super,duper,bikin,mod,boster,bahan,juara,tas,harga,segitu,ampun,bener,puas,model,pasar,norak,bener,bagus,mo,nang,banget,pas,tas,sangka,bagus,pokok,recomended,langanan,beli,kecewa,,,,,,
document_476,bagus,beneran,bagus,tas,murah,beneran,gud,quality,hang,out,acara,cucok,meong,in,sha,alah,langanan,d,best,seller,,,,,,,,,,,,,,,,,,,,
document_477,tas,bagus,kecewa,belanja,toko,udah,langanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_478,kecewa,pokok,bagus,kirim,cepet,banget,hari,wlopun,kmren,pas,thun,pese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_479,tas,bgus,cma,pngemasan,n,pngiriman,agx,gx,pke,buble,wrap,untung,tas,gx,ad,lecet,,,,,,,,,,,,,,,,,,,,,,,,
document_480,a,g,kecewa,udah,kali,beli,tas,brgnya,love,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_481,asli,pict,pesan,kirim,cepet,seharitapi,emas,banjir,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_482,harga,segitu,ku,mahal,krn,ngak,sesuai,bahan,gambar,aja,import,tpi,bahan,lokal,,,,,,,,,,,,,,,,,,,,,,,,,,
document_483,packing,planing,bwt,kado,tmn,kir,pas,eh,lwt,h,harga,sesuai,barang,b,aja,,,,,,,,,,,,,,,,,,,,,,,,,
document_484,kemaren,asli,pingin,biru,tp,kehabisanwrn,khaki,suram,jd,enak,model,standarok,hrg,gin,,,,,,,,,,,,,,,,,,,,,,,,,,
document_485,langanan,pokok,kecewa,ajib,murce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_486,order,ksekian,kali,pesan,kecewa,puas,thank,you,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_487,ragu,kualitas,pesan,tas,tasradybatam,kolekti,tas,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_488,masa,rapi,kualitas,kecewa,pokok,langanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_489,kasih,bintang,gara,cacat,bagi,aksesoris,udah,kelupas,bintang,makasih,suka,kecewa,cacat,kali,tolong,hati,pack,,,,,,,,,,,,,,,,,,,,,,,
document_490,koq,gada,tali,pendek,yha,mba,aq,kena,komplenan,customer,aq,uda,langanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_491,beli,bngt,bagus,da,laku,banget,jual,oke,poko,g,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_492,recomended,ah,toko,ragu,kalo,pesan,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_493,langanan,belanja,tas,nga,kecewa,barang,super,cantik,tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_494,the,best,kalo,tas,mah,the,best,pengirimanya,haru,udh,smpe,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_495,udah,langanan,banget,tas,slu,kecewa,thx,u,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_496,beli,bngt,bagus,da,laku,banget,jual,oke,poko,g,jelek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_497,kondisi,tas,baikecewa,banget,bekas,tinta,packing,an,lap,plastik,hitam,sajadan,buble,wrapadahal,kado,gagal,kondisi,tas,,,,,,,,,,,,,,,,,,,,,,
document_498,gk,bagus,cacat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_499,cantik,udh,pesan,sekian,kali,n,gk,prnh,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_500,mewah,kayak,tas,mahal,bahan,kokoh,kaku,ngecewain,toko,tas,bagus,pilih,model,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_501,kecewa,dompet,bs,msk,pdhl,lht,video,dompet,pjg,plus,dl,muat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_502,cepat,pengirimanya,kecewa,beli,toko,asli,pict,cuantik,harga,miring,lg,makasih,seller,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_503,kualitas,ragu,kali,beli,dsni,cinta,produk,mulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_504,kece,parah,bagus,bahan,murah,pokok,nyesel,beli,sukak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_505,barang,laku,jual,blsdan,gantung,tas,bagi,depansat,menchat,milik,mencuekin,sayachat,susah,blsmohon,penujual,beli,,,,,,,,,,,,,,,,,,,,,,,,
document_506,bagus,klewat,kecewa,terimakasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_507,tas,cantik,realpick,kaya,tas,murahankeburu,ambil,tas,suka,foto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_508,tas,a,bagus,banegtcuma,emas,pngiriman,a,banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_509,bgs,banget,nga,kecewa,pokok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_510,tukang,tipu,toko,tipu,co,bayar,tas,kirim,harga,murah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_511,tas,foto,asli,kembut,banget,sumpah,kecewa,pokok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_512,kecewa,pese,beda,kirim,gapapalah,harga,segitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_513,pesan,warna,miloagak,kecewa,si,warna,milo,kali,cek,barang,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_514,ko,salah,bahan,warna,coklat,warna,kirim,warna,cadang,sedih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_515,kecewa,banget,si,silver,nga,tolong,konfirmasi,gitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_516,yeay,paket,dtg,makasih,seller,dtgnya,lumayan,krn,lg,warna,bagus,tp,knp,suka,warna,krn,turut,aesthetic,aja,gitu,warna,but,its,okay,tp,pake,krn,syg,udh,beli,thank,you,kakak,,,,,,,
document_517,produk,bgus,pengemsan,oke,ngak,cacatnex,pesan,abang,kurir,makasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_518,bagus,barang,kirain,khaki,muda,terang,gitu,kaya,foto,pas,gelap,kek,salah,kirim,warna,,,,,,,,,,,,,,,,,,,,,,,,,
document_519,sy,saranin,beli,toko,lbh,kirim,produk,kirim,sesuai,pesan,alas,stock,kosong,kirim,random,stock,kosong,co,shope,jadi,toko,sbg,no,hijab,laris,bela,square,rugi,tlg,sy,gbs,nilai,bintang,,,,,,,
document_520,nila,parah,harga,murah,murah,gais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_521,bekas,lipatanya,susah,dilangin,udah,pakai,setrika,gapapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_522,paket,udh,sampe,pis,pengirimanya,toko,d,chat,chat,balesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_523,gajelas,ni,jual,udah,kirim,pas,bagus,warna,late,doang,warna,pas,tebal,tipis,banget,warna,nude,warna,cream,kuning,ngejreng,banget,kaya,nenek,gua,make,,,,,,,,,,,,,,
document_524,sukah,bangetbahan,cantikdan,warna,super,gemeshpuas,belanja,toko,iniemng,kecewa,kirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_525,kirim,cepat,bahan,lumayan,tipis,potonganya,sejajar,pendek,dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_526,cpat,kurir,ramah,ongkirnya,mahal,bahan,tipis,simetris,belah,leyot,susah,setrika,nerawang,merk,logo,lipat,garis,susah,hilang,nila,harga,segitu,tau,karakter,bela,square,cuman,agk,kecewa,aja,dikit,gpapa,,,,,,,,
document_527,emas,super,banget,warna,aquamarine,muda,jdinya,abu,sma,ntah,warna,dr,toko,ginisalah,kirim,gatau,,,,,,,,,,,,,,,,,,,,,,,,
document_528,warna,salah,jilbab,nerawang,kirim,krn,faktor,ramadhan,sale,maaf,bintang,kakak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_529,kecewa,sen,jilbab,bandana,rajut,tpi,kirim,jilbab,kualitas,jilbab,lumayan,harga,segitu,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_530,warna,dusty,pinknya,beda,foto,kayak,gelap,gitu,but,its,okey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_531,alhamdulilah,barang,sampe,aman,bahan,bagus,salah,kirim,choco,charcoal,gitu,gp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_532,kecewa,si,sen,sma,cepol,tpi,kerudung,doang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_533,kykny,salah,sesuai,ni,sen,warna,dark,grey,loh,dark,jeans,ken,banget,warna,dark,grey,gp,seller,pesan,kali,kalo,gada,warna,chat,min,biarpun,beli,nyantumin,warna,cdangan,,,,,,,,,,
document_534,kain,warna,milonya,beda,warna,lai,setrika,kusut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_535,ngasih,bintang,kasianagak,kecewa,mesen,milo,warna,arah,bata,merah,bataklo,bahan,bgus,nyesel,mudah,berdiricuman,saran,seller,klo,emng,barang,hbis,chat,aja,beda,warna,takut,orng,marah,,,,,,,,,,,
document_536,jugjat,susah,akalin,pakai,bnr,beda,sedih,d,perhati,ukur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_537,warna,luar,ekspetasi,dusty,kaya,magenta,gitu,beda,banget,foto,kalo,warna,dusty,kalem,nyesel,beli,kalo,foto,warna,beda,cahaya,tua,warna,dusty,kecewa,banget,,,,,,,,,,,,,,
document_538,pas,plastik,luar,udah,sobek,ukur,gapapa,oke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_539,gasuka,navy,bahan,kusut,alus,gtu,gosok,kusut,susah,bentuk,klo,charcoal,gatau,blm,coba,blm,gosok,jg,jd,gatau,bahan,gmna,tp,navy,ngeselin,susah,banget,atur,bahan,jelek,kusut,halus,gtu,gosok,parah,,,,,
document_540,bahan,lumayan,tipis,kirim,banget,mkasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_541,produk,bahan,kasar,prtama,kali,pesan,langsung,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_542,sumpah,kirim,banget,tpi,gp,jilbab,bgus,sesuai,harga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_543,warna,manis,sukak,ah,banget,lupa,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_544,oke,banget,brangnya,udah,kali,pesan,nda,kecewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_545,bagus,harga,ribu,bagus,ganyesel,si,tp,nyesel,beli,makas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_546,bagus,harga,segitu,berekpetasi,ekang,bagus,kerudung,beli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
document_547,maaf,kakak,mesan,warna,sesuai,gambar,dusty,pink,terang,kali,kek,dusty,parah,wardah,ynag,kasih,warna,hitam,udah,bikin,note,mohon,cek,bla,bla,bla,pengirimanya,kirim,d,packing,jujur,kecewa,,,,,,,,
document_548,aduh,pesan,anak,tudung,krudung,pesan,orang,tpi,oke,lh,kali,cek,ka,,,,,,,,,,,,,,,,,,,,,,,,,,,
